case,Year,R.mth,date,Country_residence,City_residence,Purpose_grp,Purpose,Air_Terminal,Sea_Terminal,Land_Terminal,langint,1st_visit,length_stay,travel_type,f1_gender,f3_occupation,f4_industry,f5_designation,f5_designation.oth,totacc_$,totfnb_$,tottran_$,totbiz_$,totedu_$,totmedi_$,tototh_$,totshopping_$,MainAccomm,MainHotel,travel_companion.1,travel_companion.2,travel_companion.3,travel_companion.4,travel_companion.5
17997,2014,October,4-Oct-14,Indonesia,Jakarta,Healthcare+Accompanying Pax,Day-surgery,Terminal 3,,,English,No,3 days,Non-Packaged,Male,"Mager (CEO, company director, senior mager)",Others (specify),Director,,425.94,70.99,28.4,0,0,7000,0,205.86,Hotel,Grand Hyatt Singapore,Spouse,,,,
17998,2014,October,4-Oct-14,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 3,,,English,No,3 days,Non-Packaged,Female,Homemaker (Full time),Others (specify),Others (specify),,315.51,31.55,6.31,0,0,0,0,147.53,Hotel,Grand Hyatt Singapore,Spouse,Children aged 0-7 yrs,,,
18004,2014,October,4-Oct-14,Indonesia,Selat Panjang,Leisure,Visiting friends/relatives,,HCC,,English,No,5 days,Non-Packaged,Male,"Executive (sales, administration)",Environment and Energy,Mager/ Assistant Mager,,55.05,35.23,13.21,0,0,0,0,280.86,Hostel (Rental by bed),,Alone,,,,
18005,2014,October,4-Oct-14,Indonesia,Batam,Others/ Refused,"Others - Personal (e.g. weddings, funerals, etc)",,HCC,,Chinese,No,Under 1 day,Non-Packaged,Male,"Businessman (small company, <50 people)",Wholesale and Retail Trade,General Mager,,0,14.68,0,0,0,0,0,100.86,Accommodation not required - Day Tripper,,Spouse,Other relatives,,,
18006,2014,October,4-Oct-14,Indonesia,Batam,Leisure,Visiting an international student studying in Singapore,,HCC,,English,No,5 days,Non-Packaged,Male,Unemployed,Others (specify),Others (specify),,0,0,13.21,0,0,0,0,190.86,Own Residence,,Parents/ Parents-in-law,,,,
18045,2014,October,5-Oct-14,Indonesia,Surabaya,Healthcare+Accompanying Pax,Accompanying a Healthcare/medical visitor for Outpatient consultation/treat,Terminal 1,,,English,No,5 days,Non-Packaged,Female,"Mager (CEO, company director, senior mager)",Accommodation and Food & Beverage-related activities,Mager/ Assistant Mager,,141.98,22.72,28.4,0,0,9500,0,80.86,Hotel,Hotel 81 - Chinatown,Spouse,,,,
18046,2014,October,5-Oct-14,Indonesia,Surabaya,Leisure,Holiday/ Rest & Relax,Terminal 1,,,English,No,4 days,Non-Packaged,Female,Student,Others (specify),Others (specify),,70.99,56.79,35.49,0,0,0,0,200.86,Hotel,Hotel 81 - Gold,Friends,,,,
18048,2014,October,5-Oct-14,Indonesia,Surabaya,Leisure,Holiday/ Rest & Relax,Terminal 1,,,English,Yes,4 days,Non-Packaged,Female,Student,Others (specify),Others (specify),,0,35.49,21.3,0,0,0,0,130.86,Stayed with relatives/ friends,,Friends,,,,
18049,2014,October,5-Oct-14,Indonesia,Surabaya,Leisure,Holiday/ Rest & Relax,Terminal 1,,,English,No,3 days,Non-Packaged,Female,"Executive (sales, administration)",Education,Junior Executive,,236.63,47.33,28.4,0,0,0,0,100.86,Hotel,Value Hotel - Thomson,Siblings,,,,
18055,2014,October,5-Oct-14,Indonesia,Jakarta,Healthcare+Accompanying Pax,Outpatient consultation/treatment,,HCC,,English,No,3 days,Non-Packaged,Male,"Executive (sales, administration)",Fincial and Insurance Activities,Senior Executive,,183.51,36.7,14.68,0,0,0,0,80.86,Hotel,Hotel 81 - Chinatown,Parents/ Parents-in-law,,,,
18059,2014,October,5-Oct-14,Indonesia,Jambi / Telanaipura,Leisure,Holiday/ Rest & Relax,,HCC,,English,No,2 days,Packaged,Female,"Other White collar (Teacher, Nurse, secretary, receptionist, cashier etc)",Education,Others (specify),Teacher,720.47,110.11,11.01,0,0,0,0,680.86,Hotel,Fragrance Hotel - Bugis,Spouse,Other relatives,Children aged 13-19 yrs,Children aged 8-12 yrs,
18060,2014,October,5-Oct-14,Indonesia,Bogor,Leisure,Holiday/ Rest & Relax,,HCC,,English,No,1 day,Non-Packaged,Female,"Executive (sales, administration)",Manufacturing and Chemicals,Senior Executive,,0,110.11,22.02,0,0,0,0,205.86,Stayed with relatives/ friends,,Children aged 20-39 yrs,,,,
18061,2014,October,5-Oct-14,Indonesia,Jakarta,Leisure,To shop/attend shopping events in Singapore,,HCC,,English,No,6 days,Non-Packaged,Female,Unemployed,Others (specify),Others (specify),,78.77,15.78,15.78,0,0,0,0,280.86,Hotel,Hotel 81 - Bugis,Friends,,,,
18067,2014,October,5-Oct-14,Indonesia,Surabaya,Healthcare+Accompanying Pax,Outpatient consultation/treatment,,HCC,,English,No,2 days,Non-Packaged,Male,"Businessman (small company, <50 people)",Transportation and Logistics,Deputy/ Assistant Director,,0,70.99,14.2,0,0,500,0,155.86,Stayed with relatives/ friends,,Spouse,,,,
18069,2014,October,5-Oct-14,Indonesia,Batam,Others/ Refused,"Others - Personal (e.g. weddings, funerals, etc)",,HCC,,English,No,Under 1 day,Packaged,Male,"Professiols (doctor, lawyer, lecturer, etc)",Environment and Energy,Others (specify),Engineer,0,0,9.47,0,0,0,0,80.86,Accommodation not required - Day Tripper,,Business associates/ Colleagues,,,,
18082,2014,October,5-Oct-14,Indonesia,Jakarta,Leisure,"IR (e.g. MBS, RWS)",Terminal 1,,,English,No,2 days,Non-Packaged,Female,"Professiols (doctor, lawyer, lecturer, etc)",Manufacturing and Chemicals,Others (specify),Accountant,299.92,94.65,23.66,0,0,0,0,110.86,Hotel,Festive Hotel,Spouse,Children aged 0-7 yrs,,,
18088,2014,October,5-Oct-14,Indonesia,Surabaya,Leisure,Holiday/ Rest & Relax,Terminal 1,,,English,Yes,2 days,Non-Packaged,Male,Student,Others (specify),Others (specify),,78.77,0,0,0,0,0,0,100.86,Hotel,Hotel 81 - Selegie,Parents/ Parents-in-law,Siblings,,,
18089,2014,October,5-Oct-14,Indonesia,Surabaya,Healthcare+Accompanying Pax,Accompanying a Healthcare/medical visitor for Outpatient consultation/treat,Terminal 1,,,English,No,7 days,Non-Packaged,Female,Homemaker (Full time),Others (specify),Others (specify),,78.77,35.49,10.14,0,0,350,0,200.86,Hotel,Orchard Grand Court Hotel,Spouse,Children aged 0-7 yrs,,,
18090,2014,October,5-Oct-14,Indonesia,Bandung,Leisure,Holiday/ Rest & Relax,Terminal 1,,,English,Yes,2 days,Non-Packaged,Female,Others (specify),Education,Others (specify),Officer,56.79,0,42.59,0,0,0,0,280.86,Hostel (Rental by bed),,Parents/ Parents-in-law,Other relatives,,,
18091,2014,October,5-Oct-14,Indonesia,Bandung,Leisure,Holiday/ Rest & Relax,Terminal 1,,,English,No,4 days,Non-Packaged,Female,Others (specify),Fincial and Insurance Activities,Others (specify),Bank Staff,0,47.33,11.83,0,0,0,0,1205.86,Service Apartment,,Parents/ Parents-in-law,,,,
18150,2014,October,6-Oct-14,Indonesia,Kalimantan,Healthcare+Accompanying Pax,In-patient treatment,,HCC,,English,No,11-14 days,Non-Packaged,Male,"Businessman (small company, <50 people)",Transportation and Logistics,Others (specify),Owner,109.21,54.61,10.92,0,0,62500,0,330.86,"Other paid accommodations (e.g.chalets, country clubs, etc)",,Spouse,Children aged 0-7 yrs,Parents/ Parents-in-law,,
18151,2014,October,6-Oct-14,Indonesia,Sumatra,Leisure,Holiday/ Rest & Relax,,HCC,,English,Yes,4 days,Packaged,Male,Student,Others (specify),Others (specify),,124.23,4.26,19.17,0,0,0,0,115.86,Hotel,Hotel 81 - Dickson,Partner/ Boyfriend/ Girlfriend,,,,
18153,2014,October,6-Oct-14,Indonesia,Jakarta,Leisure,Visiting friends/relatives,,HCC,,English,No,3 days,Non-Packaged,Male,"Mager (CEO, company director, senior mager)",Construction,Mager/ Assistant Mager,,0,73.4,14.68,0,0,0,0,250.86,Stayed with relatives/ friends,,Alone,,,,
18154,2014,October,6-Oct-14,Indonesia,Batam,Leisure,Visiting friends/relatives,,HCC,,Chinese,No,1 day,Non-Packaged,Female,"Other White collar (Teacher, Nurse, secretary, receptionist, cashier etc)","Hospitality, Travel & Tourism",Junior Executive,,0,0,22.02,0,0,0,0,150.86,Stayed with relatives/ friends,,Alone,,,,
18155,2014,October,6-Oct-14,Indonesia,Batam,Leisure,To shop/attend shopping events in Singapore,,HCC,,English,No,2 days,Non-Packaged,Female,"Professiols (doctor, lawyer, lecturer, etc)",Environment and Energy,Others (specify),Nurse,0,2.2,0,0,0,0,0,80.86,Stayed with relatives/ friends,,Alone,,,,
18157,2014,October,6-Oct-14,Indonesia,Batam,Leisure,Visiting friends/relatives,,HCC,,English,No,3 days,Non-Packaged,Female,Student,Others (specify),Others (specify),,0,0,0,0,0,0,0,87.53,Stayed with relatives/ friends,,Parents/ Parents-in-law,,,,
18158,2014,October,6-Oct-14,Indonesia,Batam,Leisure,Visiting friends/relatives,,HCC,,English,No,1 day,Non-Packaged,Female,Homemaker (Full time),Others (specify),Others (specify),,93.59,220.21,55.05,0,0,0,0,130.86,Hotel,Hotel 81 - Geylang,Children aged 0-7 yrs,,,,
18159,2014,October,6-Oct-14,Indonesia,Batam,Leisure,Holiday/ Rest & Relax,,HCC,,English,Yes,Under 1 day,Non-Packaged,Female,"Businessman (small company, <50 people)",Marketing & Media,Others (specify),Owner,0,1.65,3.85,0,0,0,0,80.86,Accommodation not required - Day Tripper,,Siblings,,,,
18160,2014,October,6-Oct-14,Indonesia,Batam,Leisure,Sightseeing/ Attractions,,HCC,,English,Yes,1 day,Non-Packaged,Male,Unemployed,Others (specify),Others (specify),,1087.25,0,11.01,0,0,0,0,80.86,Hotel,Marina Bay Sands Singapore,Parents/ Parents-in-law,Other relatives,,,
18161,2014,October,6-Oct-14,Indonesia,Batam,Leisure,Holiday/ Rest & Relax,,HCC,,English,No,3 days,Non-Packaged,Male,"Businessman (small company, <50 people)",Healthcare and Biomedical Sciences,Others (specify),Owner,440.42,95.42,7.34,0,0,0,0,150.86,Hotel,Holiday Inn Express Singapore Orchard Road,Alone,,,,
18162,2014,October,6-Oct-14,Indonesia,Batam,Leisure,Visiting friends/relatives,,HCC,,English,No,2 days,Non-Packaged,Female,"Executive (sales, administration)",Fincial and Insurance Activities,Junior Executive,,440.42,110.11,11.01,0,0,0,0,160.86,Hotel,Village Hotel Bugis,Alone,,,,
18163,2014,October,6-Oct-14,Indonesia,Batam,Leisure,To shop/attend shopping events in Singapore,,HCC,,English,No,Under 1 day,Non-Packaged,Male,"Businessman (small company, <50 people)",Wholesale and Retail Trade,Others (specify),Owner,0,3.3,5.51,0,0,0,0,92.86,Accommodation not required - Day Tripper,,Children aged 8-12 yrs,,,,
18164,2014,October,6-Oct-14,Indonesia,Tanjung Balai,Healthcare+Accompanying Pax,Outpatient consultation/treatment,,HCC,,English,No,3 days,Non-Packaged,Male,"Businessman (small company, <50 people)",Wholesale and Retail Trade,Others (specify),Owner,0,195.74,29.36,0,0,1666.67,0,90.86,Stayed with relatives/ friends,,Other relatives,Siblings,,,
18165,2014,October,6-Oct-14,Indonesia,Batam,Others/ Refused,"Others - Personal (e.g. weddings, funerals, etc)",,HCC,,English,No,Under 1 day,Non-Packaged,Female,"Other White collar (Teacher, Nurse, secretary, receptionist, cashier etc)",Environment and Energy,Others (specify),Quality alyst,0,28.4,21.3,0,0,0,0,80.86,Accommodation not required - Day Tripper,,Alone,,,,
18167,2014,October,6-Oct-14,Indonesia,Batam,Business+Accompanying Pax,General business purpose,,HCC,,English,No,Under 1 day,Business (Non-Packaged),Male,"Professiols (doctor, lawyer, lecturer, etc)",Environment and Energy,Others (specify),Engineer,0,22.02,33.03,0,0,0,0,80.86,Accommodation not required - Day Tripper,,Alone,,,,
18184,2014,October,6-Oct-14,Indonesia,Surabaya,Leisure,Holiday/ Rest & Relax,Terminal 1,,,English,Yes,3 days,Non-Packaged,Female,Homemaker (Full time),Others (specify),Others (specify),,337.17,0,0,0,0,0,0,230.86,Hotel,St. Regis Hotel Singapore,Spouse,Children aged 0-7 yrs,,,
18220,2014,October,7-Oct-14,Indonesia,Surakarta,Leisure,Holiday/ Rest & Relax,Terminal 1,,,English,No,3 days,Non-Packaged,Female,Others (specify),Others (specify),Others (specify),Self employed,0,141.98,56.79,0,0,0,0,80.86,Stayed with relatives/ friends,,Alone,,,,
18240,2014,October,7-Oct-14,Indonesia,Surabaya,Leisure,Sightseeing/ Attractions,,,Tuas,English,Yes,3 days,Non-Packaged,Male,"Professiols (doctor, lawyer, lecturer, etc)",Education,Others (specify),Lecturer,248.46,63.89,0,0,0,0,0,165.86,Hotel,Novotel Singapore Clarke Quay,Spouse,Children aged 8-12 yrs,,,
18241,2014,October,7-Oct-14,Indonesia,Surabaya,Leisure,Visiting friends/relatives,,,Tuas,English,No,15-29 days,Non-Packaged,Female,Homemaker (Full time),Others (specify),Others (specify),,0,0,0,0,0,0,0,80.86,Stayed with relatives/ friends,,Children aged 40 yrs and above,,,,
18264,2014,October,7-Oct-14,Indonesia,Jakarta,Leisure,Visiting friends/relatives,Terminal 1,,,English,No,2 days,Non-Packaged,Female,"Mager (CEO, company director, senior mager)",Fincial and Insurance Activities,Mager/ Assistant Mager,,0,425.94,106.48,0,0,0,0,230.86,Stayed with relatives/ friends,,Alone,,,,
18265,2014,October,7-Oct-14,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 1,,,Chinese,No,4 days,Non-Packaged,Female,Homemaker (Full time),Others (specify),Others (specify),,160.42,212.97,23.66,0,0,0,0,680.86,Hotel,The Elizabeth,Spouse,Children aged 8-12 yrs,,,
18283,2014,October,7-Oct-14,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 3,,,Chinese,No,3 days,Non-Packaged,Female,Homemaker (Full time),Others (specify),Others (specify),,709.9,130.15,23.66,0,0,0,0,80.86,Hotel,Grand Hyatt Singapore,Spouse,Other relatives,Children aged 40 yrs and above,,
18287,2014,October,7-Oct-14,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 3,,,English,No,3 days,Non-Packaged,Male,Student,Others (specify),Others (specify),,141.98,94.65,47.33,0,0,0,0,130.86,Hotel,Hotel Royal @ Queens,Parents/ Parents-in-law,,,,
18290,2014,October,7-Oct-14,Indonesia,Jakarta,Business+Accompanying Pax,Corporate/business meetings,Terminal 3,,,English,No,1 day,Business (Non-Packaged),Male,"Mager (CEO, company director, senior mager)",Mining and Quarrying,Mager/ Assistant Mager,,908.67,283.96,85.19,0,0,0,0,180.86,Hotel,Novotel Singapore Clarke Quay,Business associates/ Colleagues,,,,
18292,2014,October,7-Oct-14,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 3,,,Chinese,No,1 day,Non-Packaged,Female,Homemaker (Full time),Others (specify),Others (specify),,425.94,141.98,99.39,0,0,0,0,330.86,Hotel,Furama City Centre Singapore,Spouse,,,,
18294,2014,October,7-Oct-14,Indonesia,Jakarta,Business+Accompanying Pax,Corporate/business meetings,Terminal 3,,,English,No,1 day,Business (Non-Packaged),Male,"Mager (CEO, company director, senior mager)",Mining and Quarrying,Mager/ Assistant Mager,,908.67,212.97,70.99,0,0,0,0,917.86,Hotel,Novotel Singapore Clarke Quay,Business associates/ Colleagues,,,,
18295,2014,October,7-Oct-14,Indonesia,Jakarta,Business+Accompanying Pax,Corporate/business meetings,Terminal 3,,,English,No,1 day,Business (Non-Packaged),Male,"Businessman (small company, <50 people)",Wholesale and Retail Trade,Others (specify),Owner,354.95,198.77,113.58,0,0,0,0,110.86,Hotel,The Elizabeth,Spouse,,,,
18296,2014,October,7-Oct-14,Indonesia,Jakarta,Business+Accompanying Pax,General business purpose,Terminal 3,,,English,No,1 day,Business (Non-Packaged),Female,Homemaker (Full time),Others (specify),Others (specify),,283.96,141.98,28.4,0,0,0,0,430.86,Hotel,Orchard Grand Court Hotel,Spouse,,,,
18297,2014,October,7-Oct-14,Indonesia,Surabaya,Healthcare+Accompanying Pax,Outpatient consultation/treatment,Terminal 3,,,Chinese,No,5 days,Non-Packaged,Male,"Businessman (large company, > 250 people)",Others (specify),Others (specify),Owner,312.35,132.51,28.4,0,0,8000,0,205.86,Hotel,The Elizabeth,Spouse,Children aged 20-39 yrs,,,
18306,2014,October,7-Oct-14,Indonesia,Batam,Leisure,Holiday/ Rest & Relax,,HCC,,Chinese,No,3 days,Non-Packaged,Male,"Businessman (medium size company, 50 -250 people)",Transportation and Logistics,Chairman,,70.99,189.31,118.32,0,0,0,0,2080.86,Hotel,Hotel Michael,Spouse,,,,
18308,2014,October,7-Oct-14,Indonesia,Batam,Leisure,Visiting friends/relatives,,HCC,,English,No,15-29 days,Non-Packaged,Female,Homemaker (Full time),Others (specify),Others (specify),,0,0,2,0,0,0,0,280.86,Stayed with relatives/ friends,,Alone,,,,
18311,2014,October,7-Oct-14,Indonesia,Batam,Leisure,Holiday/ Rest & Relax,,HCC,,Chinese,No,5 days,Non-Packaged,Female,Homemaker (Full time),Others (specify),Others (specify),,0,52.85,13.21,0,0,0,0,410.86,Stayed with relatives/ friends,,Alone,,,,
18314,2014,October,8-Oct-14,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 3,,,English,No,3 days,Non-Packaged,Female,"Other White collar (Teacher, Nurse, secretary, receptionist, cashier etc)",Administrative and Support Service Activities,Mager/ Assistant Mager,,105.03,31.55,37.86,0,0,0,0,580.86,Hotel,Fragrance Hotel - Bugis,Friends,,,,
18315,2014,October,8-Oct-14,Indonesia,Jakarta,Others/ Refused,"Others - Personal (e.g. weddings, funerals, etc)",Terminal 3,,,English,No,2 days,Non-Packaged,Male,Retired,Others (specify),Others (specify),,0,0,42.59,0,0,0,0,280.86,Stayed with relatives/ friends,,Alone,,,,
18316,2014,October,8-Oct-14,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 3,,,English,No,3 days,Non-Packaged,Male,"Other White collar (Teacher, Nurse, secretary, receptionist, cashier etc)",Environment and Energy,General Mager,,117.3,82.82,47.33,0,0,0,0,330.86,Hotel,Copthorne King's Hotel Singapore,Spouse,Children aged 0-7 yrs,,,
18317,2014,October,8-Oct-14,Indonesia,Jakarta,Healthcare+Accompanying Pax,Outpatient consultation/treatment,Terminal 3,,,English,No,2 days,Non-Packaged,Female,Homemaker (Full time),Others (specify),Others (specify),,177.47,333.65,70.99,0,0,1500,0,280.86,Hotel,Hotel 81 - Chinatown,Parents/ Parents-in-law,,,,
18318,2014,October,8-Oct-14,Indonesia,Jakarta,Others/ Refused,"Others - Work Related (e.g. visa, insurance, etc)",Terminal 3,,,English,No,2 days,Non-Packaged,Male,Student,Others (specify),Others (specify),,0,35.49,721.25,0,0,0,0,230.86,Stayed with relatives/ friends,,Alone,,,,
18346,2014,October,8-Oct-14,Indonesia,Surabaya,Leisure,Holiday/ Rest & Relax,Terminal 1,,,English,Yes,2 days,Non-Packaged,Female,"Blue collar (technician, hairdresser, hawker, taxi drivers etc)",Manufacturing and Chemicals,Others (specify),QC control,113.58,28.4,39.75,0,0,0,0,80.86,Hostel (Rental by bed),,Alone,,,,
18347,2014,October,8-Oct-14,Indonesia,Surabaya,Leisure,Stopover,Terminal 1,,,English,No,1 day,Non-Packaged,Male,Others (specify),Others (specify),Others (specify),Self employed,277.33,42.59,47.33,0,0,0,0,80.86,Hotel,Arton Hotel,Parents/ Parents-in-law,,,,
18370,2014,October,8-Oct-14,Indonesia,Yogyakarta,Leisure,Holiday/ Rest & Relax,Terminal 1,,,English,No,3 days,Packaged,Female,Homemaker (Full time),Others (specify),Others (specify),,1080.7,47.33,9.47,0,0,0,0,405.86,Hotel,Fragrance Hotel - Selegie,Spouse,Children aged 8-12 yrs,Children aged 0-7 yrs,,
18372,2014,October,8-Oct-14,Indonesia,Yogyakarta,Healthcare+Accompanying Pax,Accompanying a Healthcare/medical visitor for Outpatient consultation/treat,Terminal 1,,,English,No,1 day,Non-Packaged,Female,Homemaker (Full time),Others (specify),Others (specify),,240.64,56.79,49.69,0,0,490,0,105.86,Hotel,The Elizabeth,Spouse,,,,
18386,2014,October,8-Oct-14,Indonesia,Surabaya,Leisure,Holiday/ Rest & Relax,Terminal 1,,,English,Yes,2 days,Non-Packaged,Female,Student,Others (specify),Others (specify),,0,0,0,0,0,0,0,90.86,Service Apartment,,Parents/ Parents-in-law,Siblings,,,
18387,2014,October,8-Oct-14,Indonesia,Surabaya,Leisure,Holiday/ Rest & Relax,Terminal 1,,,English,No,3 days,Non-Packaged,Female,Student,Others (specify),Others (specify),,78.77,0,0,0,0,0,0,100.86,Hotel,Ibis Singapore on Bencoolen,Parents/ Parents-in-law,Siblings,,,
18388,2014,October,8-Oct-14,Indonesia,Surabaya,Healthcare+Accompanying Pax,Accompanying a Healthcare/medical visitor for Outpatient consultation/treat,Terminal 1,,,English,No,1 day,Non-Packaged,Female,Homemaker (Full time),Others (specify),Others (specify),,0,0,32.66,0,0,0,0,110.86,Stayed with relatives/ friends,,Parents/ Parents-in-law,,,,
18400,2014,October,8-Oct-14,Indonesia,West Java,Others/ Refused,"Others - Work Related (e.g. visa, insurance, etc)",,,Tuas,Malay,Yes,2 days,Non-Packaged,Female,"Other White collar (Teacher, Nurse, secretary, receptionist, cashier etc)",Manufacturing and Chemicals,Others (specify),Supervisor,157.54,42.59,14.2,0,0,0,0,130.86,Hotel,Bunc@Radius Hostel on Clarke Quay,Business associates/ Colleagues,,,,
18404,2014,October,8-Oct-14,Indonesia,Batam,Business+Accompanying Pax,Company sponsored holiday,,HCC,,English,Yes,3 days,Business (Non-Packaged),Female,"Other White collar (Teacher, Nurse, secretary, receptionist, cashier etc)",Accommodation and Food & Beverage-related activities,Junior Executive,,257.97,44.94,44.93,0,0,0,0,105.86,Hotel,Grand Park City Hall,Friends,,,,
